COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_M_smithii	p_M_intestini	N_M_smithii	N_M_intestini
"Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)"	0	1	1	NA	COG0322	GC_00000155	1	1	61	26
Transcriptional accessory protein Tex/SPT6 (Tex) (PDB:2OCE)	0	1	1	NA	COG2183	GC_00000117	1	1	61	26
"Tetrahydromethanopterin S-methyltransferase, subunit C (MtrC)"	0	1	1	NA	COG4061	GC_00001272	1	1	61	26
Ribosomal protein L6P/L9E (RplF) (PDB:1VS6)	0	1	1	NA	COG0097	GC_00000545	1	1	61	26
"MinD superfamily P-loop ATPase, contains an inserted ferredoxin domain"	0	1	1	NA	COG1149	"GC_00000244, GC_00000271, GC_00000284"	1	1	61	26
"Uncharacterized conserved protein, NAD-dependent epimerase/dehydratase family (PDB:2G0T)"	0	1	1	NA	COG3367	GC_00000895	1	1	61	26
Endonuclease IV (Nfo) (PDB:2NQH)	0	1	1	NA	COG0648	GC_00001165	1	1	61	26
"Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate (Nit2) (PUBMED:28373563)"	0	1	1	NA	COG0388	"GC_00000134, GC_00002257, GC_00004133, GC_00004138"	1	1	61	26
Archaeal shikimate kinase (AroK2)	0	1	1	NA	COG1685	GC_00001125	1	1	61	26
"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)"	0	1	1	NA	COG0444	"GC_00000006, GC_00003676"	1	1	61	26
Archaeal adenylate kinase (AdkA) (PDB:1KI9)	0	1	1	NA	COG2019	GC_00000306	1	1	61	26
tRNA G10 N-methylase Trm11 (Trm11) (PDB:5E71)	0	1	1	NA	COG1041	GC_00001101	1	1	61	26
"DNA-directed RNA polymerase, subunit L/RPAC2 (RPB11) (PDB:5FLM)"	0	1	1	NA	COG1761	GC_00000354	1	1	61	26
Thiamine monophosphate synthase (ThiE) (PDB:1G4T) (PUBMED:19060138)	0	1	1	NA	COG0352	GC_00001082	1	1	61	26
"Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG (PucG) (PDB:3NNK)"	0	1	1	NA	COG0075	"GC_00000779, GC_00001166, GC_00002521"	1	1	61	26
"ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)"	0	1	1	NA	COG1132	"GC_00000183, GC_00001214, GC_00002543, GC_00003443, GC_00003705"	1	1	61	26
S-adenosylhomocysteine hydrolase (SAM1) (PDB:1A7A)	0	1	1	NA	COG0499	GC_00000132	1	1	61	26
Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose) (GtrA) (PDB:5MLZ) (PUBMED:24710389)	0	1	1	NA	COG2246	GC_00000656	1	1	61	26
"ABC-type amino acid transport system, permease component (HisM) (PDB:4YMS)"	0	1	1	NA	COG0765	GC_00000125	1	1	61	26
Rubrerythrin (YotD) (PDB:1B71)	0	1	1	NA	COG1592	"GC_00000301, GC_00000645"	1	1	61	26
"Stalled ribosome rescue protein Dom34, pelota family (PelA) (PDB:2VGM)"	0	1	1	NA	COG1537	GC_00000949	1	1	61	26
"Predicted ATPase/kinase of ASKHA (acetate and sugar kinases, HSC70, actin) superfamily (MK0078)"	0	1	1	NA	COG4020	GC_00001126	1	1	61	26
Phosphoribosyl-ATP pyrophosphohydrolase (HisI2) (PDB:6J22)	0	1	1	NA	COG0140	GC_00000368	1	1	61	26
RNase P/RNase MRP subunit POP5 (POP5) (PDB:2AV5)	0	1	1	NA	COG1369	GC_00000572	1	1	61	26
Phosphopantothenoylcysteine synthetase/decarboxylase CoaBC (CoaBC) (PDB:3QJG)	0	1	1	NA	COG0452	"GC_00000805, GC_00000899"	1	1	61	26
"Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family (TauE) (PUBMED:21183667;22797525)"	0	1	1	NA	COG0730	GC_00001142	1	1	61	26
Uncharacterized membrane protein (PDB:5VRE)	0	1	1	NA	COG3548	"GC_00000158, GC_00000622, GC_00000990"	1	1	61	26
"Archaeal DNA polymerase II, large subunit (PolC) (PDB:6HMS)"	0	1	1	NA	COG1933	GC_00001347	1	1	61	26
"tRNA C56-2-O'-methylase, SpoU family (TRM56) (PDB:2O3A)"	0	1	1	NA	COG1303	GC_00000700	1	1	61	26
"Fe-S oxidoreductase, related to NifB/MoaA family (NifB)"	0	1	1	NA	COG1625	GC_00000164	1	1	61	26
Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase (PurE) (PDB:1D7A)	0	1	1	NA	COG0041	GC_00000732	1	1	61	26
Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F)	0	1	1	NA	COG0178	GC_00001363	1	1	61	26
Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR)	0	1	1	NA	COG0210	"GC_00001318, GC_00001512, GC_00001529, GC_00001683, GC_00002009, GC_00002554, GC_00002555, GC_00002651, GC_00002757, GC_00003463, GC_00003847"	1	1	61	26
Biotin-(acetyl-CoA carboxylase) ligase (BirA2) (PDB:1BIA) (PUBMED:32188788)	0	1	1	NA	COG0340	GC_00000877	1	1	61	26
"RNA-splicing ligase RtcB, repairs tRNA damage (RtcB) (PDB:1UC2)"	0	1	1	NA	COG1690	GC_00001063	1	1	61	26
Cobalamin biosynthesis protein CbiD (cobalt-precorrin-5B C-methyltransferase) (CbiD) (PDB:1SR8)	0	1	1	NA	COG1903	GC_00001246	1	1	61	26
"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)!!!Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase (SpsG)"	0	1	1	NA	COG1670!!!COG3980	GC_00001339	1	1	61	26
"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, delta subunit (PorD) (PDB:5C4I)"	0	1	1	NA	COG1144	GC_00000313	1	1	61	26
tRNA splicing endonuclease subunit SEN34 (SEN2) (PDB:1A79)	0	1	1	NA	COG1676	GC_00000357	1	1	61	26
Ribosomal protein L5 (RplE) (PDB:1VS6)	0	1	1	NA	COG0094	GC_00000311	1	1	61	26
Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities (MalY) (PDB:4DGT)	0	1	1	NA	COG1168	"GC_00000171, GC_00003329, GC_00003689"	1	1	61	26
Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase (GatA) (PDB:3H0L)	0	1	1	NA	COG0154	GC_00001038	1	1	61	26
Leucyl-tRNA synthetase (LeuS) (PDB:6LPF)	0	1	1	NA	COG0495	GC_00000193	1	1	61	26
D-arabinose 5-phosphate isomerase GutQ (GutQ) (PDB:5UQI)	0	1	1	NA	COG0794	GC_00000781	1	1	61	26
"Predicted phosphoesterase, related to the Icc protein (PDB:2YVT)"	0	1	1	NA	COG2129	GC_00000999	1	1	61	26
UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase (Rfe) (PDB:4J72)	0	1	1	NA	COG0472	"GC_00000632, GC_00000770"	1	1	61	26
3-hydroxyacyl-CoA dehydrogenase (FadB) (PDB:5ZQZ)	0	1	1	NA	COG1250	GC_00001260	1	1	61	26
"Iron-guanylylpyridinol (FeGP) cofactor biosynthesis protein HcgF, CinA family (HcgF) (PDB:3WVA) (PUBMED:25882909)"	0	1	1	NA	COG4016	GC_00000908	1	1	61	26
"Pyrrolysine biosynthesis ligase PylC and related enzymes, ATP-grasp superfamily (PylC) (PUBMED:22985965)"	0	1	1	NA	COG2232	GC_00001328	1	1	61	26
Dihydroorotase or related cyclic amidohydrolase (AllB) (PDB:1J79)	0	1	1	NA	COG0044	"GC_00001296, GC_00003836"	1	1	61	26
Magnesium-transporting ATPase (P-type) (MgtA) (PDB:1IWO)	0	1	1	NA	COG0474	GC_00000205	1	1	61	26
Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD)	0	1	1	NA	COG0028	"GC_00000818, GC_00001056, GC_00001419, GC_00002739, GC_00003523, GC_00003761"	1	1	61	26
"Predicted transcriptional regulator MJ0558, contains a CRP-type HTH domain (MJ0558)"	0	1	1	NA	COG1497	GC_00000521	1	1	61	26
"Uncharacterized protein CoxE, contains von Willebrand factor type A (vWA) domain (CoxE)"	0	1	1	NA	COG3552	GC_00000672	1	1	61	26
Putative aminopeptidase FrvX (FrvX) (PDB:1VHE)	0	1	1	NA	COG1363	GC_00000268	1	1	61	26
C4-type Zn-finger protein (Zpr1) (PDB:2QKD)	0	1	1	NA	COG1779	GC_00000391	1	1	61	26
Adenylosuccinate synthase (PurA) (PDB:1ADE)	0	1	1	NA	COG0104	GC_00000863	1	1	61	26
Sugar-specific transcriptional regulator TrmB (YrhO) (PDB:5BPD)	0	1	1	NA	COG1378	GC_00001024	1	1	61	26
Uroporphyrinogen-III synthase (HemD) (PDB:1JR2)	0	1	1	NA	COG1587	GC_00000682	1	1	61	26
Biotin synthase or related enzyme (BioB) (PDB:1R30)	0	1	1	NA	COG0502	"GC_00001015, GC_00001364"	1	1	61	26
"Uncharacterized conserved protein MJ0832_1, predicted component of type IV pili-like system, UPF0333 family (MJ0832)"	0	1	1	NA	COG1991	GC_00001090	1	1	61	26
Hydroxylamine reductase (hybrid-cluster protein) (Hcp) (PDB:1E1D)	0	1	1	NA	COG1151	GC_00000854	1	1	61	26
"Wyosine [tRNA(Phe)-imidazoG37] synthetase, radical SAM superfamily (Tyw1) (PDB:2YX0)"	0	1	1	NA	COG0731	GC_00000734	1	1	61	26
Seryl-tRNA(Sec) selenium transferase (SelA) (PDB:3W1J)	0	1	1	NA	COG1921	GC_00000913	1	1	61	26
Biopolymer transport protein ExbD (ExbD) (PDB:2JWK)	0	1	1	NA	COG0848	"GC_00000308, GC_00003762"	1	1	61	26
"Pyrimidine reductase, riboflavin biosynthesis (RibD) (PDB:2O7P)"	0	1	1	NA	COG1985	"GC_00000768, GC_00002625"	1	1	61	26
Ribosomal protein L29 (RpmC) (PDB:1VS6)	0	1	1	NA	COG0255	GC_00000218	1	1	61	26
"Radical SAM superfamily enzyme YgiQ, UPF0313 family (YgiQ) (PDB:6FD2)"	0	1	1	NA	COG1032	"GC_00000112, GC_00001403, GC_00002081, GC_00002508, GC_00003219"	1	1	61	26
"Succinyl-CoA synthetase, alpha subunit (SucD) (PDB:1CQI)"	0	1	1	NA	COG0074	GC_00000788	1	1	61	26
"Endonuclease NucS, RecB family (NucS) (PDB:2VLD)"	0	1	1	NA	COG1637	GC_00000462	1	1	61	26
"Archaeal DNA polymerase II, small subunit/DNA polymerase delta, subunit B (HYS2) (PDB:3E0J)"	0	1	1	NA	COG1311	GC_00000059	1	1	61	26
"ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component (FepC) (PDB:2NQ2)"	0	1	1	NA	COG1120	GC_00000066	1	1	61	26
Imidazolonepropionase or related amidohydrolase (HutI) (PDB:3OOQ)	0	1	1	NA	COG1228	GC_00001274	1	1	61	26
Aspartate/methionine/tyrosine aminotransferase (AspB) (PDB:2O0R)	0	1	1	NA	COG0436	"GC_00000681, GC_00000847, GC_00001129"	1	1	61	26
"Uncharacterized conserved protein, DUF2097 domain"	0	1	1	NA	COG4013	"GC_00000414, GC_00000559"	1	1	61	26
Copper chaperone CopZ (CopZ) (PDB:1AFI)	0	1	1	NA	COG2608	GC_00000737	1	1	61	26
Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:6QKG)	0	1	1	NA	COG1249	GC_00001324	1	1	61	26
NH3-dependent NAD+ synthetase (NadE) (PDB:3HMQ)	0	1	1	NA	COG0171	GC_00000499	1	1	61	26
DNA repair photolyase (SplB)	0	1	1	NA	COG1533	"GC_00001406, GC_00002196, GC_00003439, GC_00004072"	1	1	61	26
"ATP-utilizing enzyme, PP-loop superfamily (PDB:6B2O)"	0	1	1	NA	COG1606	GC_00001369	1	1	61	26
"tRNA C32,U32 (ribose-2'-O)-methylase TrmJ or a related methyltransferase (TrmJ) (PDB:3ONP)"	0	1	1	NA	COG0565	GC_00000901	1	1	61	26
Energy-converting hydrogenase Eha subunit L (EhaL) (PUBMED:19495416)	0	1	1	NA	COG4035	GC_00000607	1	1	61	26
"23S rRNA C2501 and tRNA U34 5'-hydroxylation protein RlhA/YrrN/YrrO, U32 peptidase family (RlhA) (PDB:5D88) (PUBMED:31253794;31358606)"	0	1	1	NA	COG0826	"GC_00001205, GC_00001372, GC_00001413, GC_00001414"	1	1	61	26
"Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family (VOC) (PDB:3OXH) (PUBMED:31710815)"	0	1	1	NA	COG3324	GC_00000080	1	1	61	26
"20S proteasome, alpha and beta subunits (PRE1) (PDB:1FNT)"	0	1	1	NA	COG0638	"GC_00000564, GC_00000929, GC_00002724"	1	1	61	26
"Transglutaminase-like enzyme, putative cysteine protease (YebA) (PDB:3ISR)"	0	1	1	NA	COG1305	"GC_00000024, GC_00000198, GC_00000209, GC_00001393, GC_00001420, GC_00001509, GC_00001624, GC_00001642, GC_00001670, GC_00001671, GC_00001708, GC_00001736, GC_00001737, GC_00001771, GC_00001834, GC_00002236, GC_00002309, GC_00002477"	1	1	61	26
Membrane protein involved in the export of O-antigen and teichoic acid (RfbX)	0	1	1	NA	COG2244	"GC_00000009, GC_00001259, GC_00001655, GC_00002140"	1	1	61	26
Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O)	0	1	1	NA	COG0556	GC_00000836	1	1	61	26
"Predicted ribosome-associated RNA-binding protein Tma20, contains PUA domain (Tma20) (PDB:3D79)"	0	1	1	NA	COG2016	GC_00000914	1	1	61	26
"CMP-N-acetylneuraminic acid synthetase, NeuA/PseF family (NeuA) (PDB:1EYR)!!!Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase (SpsG)"	0	1	1	NA	COG1083!!!COG3980	GC_00000777	1	1	61	26
Prephenate dehydrogenase (TyrA) (PDB:2F1K)!!!Ferredoxin-fold anticodon binding domain (FDXACB)	0	1	1	NA	COG0287!!!COG4937	GC_00001344	1	1	61	26
Superfamily I DNA and/or RNA helicase (DNA2) (PDB:2GJK)	0	1	1	NA	COG1112	"GC_00000077, GC_00001356, GC_00002018, GC_00002728, GC_00002789, GC_00002960, GC_00003198, GC_00003460, GC_00003462, GC_00003727"	1	1	61	26
Phenylalanyl-tRNA synthetase alpha subunit (PheS) (PDB:3L4G)	0	1	1	NA	COG0016	GC_00000159	1	1	61	26
"Secreted protein containing bacterial Ig-like domain and vWFA domain (YfbK)!!!Predicted RNA repair component, a phosphatase of H2Macro superfamily, DUF2263 family (PDB:5ZDA)"	0	1	1	NA	COG2304!!!COG4295	"GC_00000798, GC_00003191"	1	1	61	26
4-(hydroxymethyl)-2-furancarboxaldehyde phosphate synthase MfnB (MfnB) (PDB:4RC1) (PUBMED:25905665)	0	1	1	NA	COG1891	GC_00000347	1	1	61	26
Ribosomal protein L19E (RPL19A) (PDB:4BYN)	0	1	1	NA	COG2147	GC_00000300	1	1	61	26
Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase (HisA) (PDB:4U28)	0	1	1	NA	COG0106	GC_00000909	1	1	61	26
Formylmethanofuran dehydrogenase subunit C (FwdC) (PDB:5T5I)	0	1	1	NA	COG2218	GC_00000370	1	1	61	26
Preprotein translocase subunit SecG (Sec61beta) (SBH1)	0	1	1	NA	COG4023	GC_00000220	1	1	61	26
Formylmethanofuran dehydrogenase subunit D (FwdD) (PDB:2KI8)	0	1	1	NA	COG1153	GC_00000281	1	1	61	26
Flp pilus assembly protein TadC (TadC)	0	1	1	NA	COG2064	"GC_00000068, GC_00001361"	1	1	61	26
Hydrogenase maturation factor HypD (HypD) (PDB:2Z1D)	0	1	1	NA	COG0409	GC_00000896	1	1	61	26
Ribosomal protein L34E (RPL34A) (PDB:4BYN)	0	1	1	NA	COG2174	GC_00000251	1	1	61	26
"ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component (TauB)"	0	1	1	NA	COG1116	GC_00000792	1	1	61	26
Xanthine/uracil permease (UraA) (PDB:3QE7)	0	1	1	NA	COG2233	"GC_00000975, GC_00003945"	1	1	61	26
"CTP-dependent cyclometallase, nickel-pincer nucleotide (NPN) cofactor biosynthesis (LarC) (PDB:3C19) (PUBMED:29887527)"	0	1	1	NA	COG1641	GC_00001380	1	1	61	26
"Uncharacterized conserved protein, contains TOPRIM domain, potential nuclease"	0	1	1	NA	COG4026	GC_00001273	1	1	61	26
"Hydrogenase/urease maturation factor HypB, Ni2+-binding GTPase (HypB) (PDB:2HF8) (PUBMED:24338018;23899293)"	0	1	1	NA	COG0378	GC_00000593	1	1	61	26
"Uncharacterized conserved protein, DUF2304 domain"	0	1	1	NA	COG2456	GC_00000576	1	1	61	26
"Predicted Fe-Mo cluster-binding protein, NifX family (NifX) (PDB:1EO1)"	0	1	1	NA	COG1433	GC_00000822	1	1	61	26
"Uncharacterized conserved protein MJ0835, predicted component of type IV pili-like system, DUF1515 family (MJ0835)"	0	1	1	NA	COG1627	GC_00001284	1	1	61	26
UDP-N-acetylmuramoylalanine-D-glutamate ligase (MurD) (PDB:1E0D)	0	1	1	NA	COG0771	"GC_00000985, GC_00001365"	1	1	61	26
"Magnetosome formation protein MamQ, lipoprotein antigen LemA family (LemA) (PDB:2ETD) (PUBMED:14638756;20212111;26884433)"	0	1	1	NA	COG1704	"GC_00000130, GC_00000547"	1	1	61	26
"ABC-type phosphate transport system, permease component (PstA)"	0	1	1	NA	COG0581	GC_00001186	1	1	61	26
"Predicted DNA modification or repair protein, contains radical SAM and helix-hairpin-helix domains"	0	1	1	NA	COG4277	GC_00001232	1	1	61	26
"Predicted transcriptional regulator, contains C-terminal CBS domains"	0	1	1	NA	COG2524	"GC_00000121, GC_00000582, GC_00000813"	1	1	61	26
"Predicted RNA-binding protein involved in translation, contains  Zn-ribbon domain, DUF1610 family"	0	1	1	NA	COG2888	GC_00000291	1	1	61	26
Ribosomal protein L30E (RPL30E) (PDB:1CK2)	0	1	1	NA	COG1911	GC_00000254	1	1	61	26
Ribosomal protein S19 (RpsS) (PDB:4V4H)	0	1	1	NA	COG0185	GC_00000256	1	1	61	26
"L-aspartate dehydrogenase, NAD(P)-dependent (AspD) (PDB:1H2H) (PUBMED:12496312)"	0	1	1	NA	COG1712	GC_00000411	1	1	61	26
"Hydrogenase maturation factor HypA/HybF, metallochaperone involved in Ni insertion (HybF) (PDB:3A43) (PUBMED:16817932)"	0	1	1	NA	COG0375	GC_00000889	1	1	61	26
"Adenylate cyclase class IV, CYTH domain (includes archaeal enzymes of unknown function) (CyaB) (PDB:1YEM)"	0	1	1	NA	COG1437	GC_00000773	1	1	61	26
Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ)	0	1	1	NA	COG0463	"GC_00000102, GC_00000173, GC_00000488, GC_00000939, GC_00001253, GC_00001297, GC_00001468, GC_00001478, GC_00002541, GC_00002595, GC_00002982"	1	1	61	26
Undecaprenyl pyrophosphate synthase (UppS) (PDB:1X07)	0	1	1	NA	COG0020	GC_00000650	1	1	61	26
"Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase (BcsA) (PDB:4HG6)"	0	1	1	NA	COG1215	"GC_00000007, GC_00000858, GC_00001075, GC_00001656, GC_00002098, GC_00003609, GC_00004096"	1	1	61	26
Mevalonate kinase (ERG12)	0	1	1	NA	COG1577	GC_00000811	1	1	61	26
"Anion-transporting ATPase, ArsA/GET3 family (ArsA) (PDB:1F48)"	0	1	1	NA	COG0003	GC_00000409	1	1	61	26
tRNA A37 threonylcarbamoyltransferase TsaD (TsaD) (PDB:3ENO) (PUBMED:23072323;21285948;32385138)!!!tRNA A-37 threonylcarbamoyl transferase component Bud32 (Bud32) (PDB:2VWB)	0	1	1	NA	COG0533!!!COG3642	GC_00001333	1	1	61	26
UDP-glucose 6-dehydrogenase (Ugd) (PDB:1DLI)	0	1	1	NA	COG1004	GC_00001233	1	1	61	26
"Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit (HyfB) (PDB:6CFW)"	0	1	1	NA	COG0651	GC_00001060	1	1	61	26
DNA polymerase B elongation subunit (PolB) (PDB:6P1H)	0	1	1	NA	COG0417	"GC_00000658, GC_00001191"	1	1	61	26
"NAD-dependent protein deacetylase, SIR2 family (SIR2) (PDB:1M2N)"	0	1	1	NA	COG0846	GC_00000069	1	1	61	26
Zn-dependent protease PmbA/TldA or its inactivated homolog (TldD) (PDB:3TV9) (PUBMED:12029038)	0	1	1	NA	COG0312	"GC_00000115, GC_00001002"	1	1	61	26
Cation-transporting P-type ATPase (ZntA) (PDB:4BBJ)	0	1	1	NA	COG2217	"GC_00000113, GC_00001306, GC_00001397, GC_00001538"	1	1	61	26
Nitrogenase Mo-Fe protein NifD/coenzyme F430 biosynthesis subunit CfbD (NifD/CfbD) (PDB:1FP4) (PUBMED:28225763)	0	1	1	NA	COG2710	GC_00001303	1	1	61	26
Archaeal S-adenosylmethionine synthetase (MetK2) (PDB:4HPV)	0	1	1	NA	COG1812	GC_00000408	1	1	61	26
"Membrane protease YdiL, CAAX protease family (YdiL)"	0	1	1	NA	COG1266	"GC_00000144, GC_00001008, GC_00001099, GC_00001459, GC_00003529"	1	1	61	26
"Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)"	0	1	1	NA	COG2814	"GC_00000178, GC_00003366, GC_00003790, GC_00003887"	1	1	61	26
"rRNA processing protein Krr1/Pno1, contains KH domain (Krr1) (PDB:4QMF)"	0	1	1	NA	COG1094	GC_00000527	1	1	61	26
Isocitrate/isopropylmalate dehydrogenase (LeuB) (PDB:1GC9)	0	1	1	NA	COG0473	"GC_00001118, GC_00001462"	1	1	61	26
Phosphoribosylaminoimidazole-succinocarboxamide synthase (PurC) (PDB:1A48)	0	1	1	NA	COG0152	GC_00000502	1	1	61	26
Chloramphenicol O-acetyltransferase (CatA) (PDB:1CIA)	0	1	1	NA	COG4845	GC_00000099	1	1	61	26
3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase (AlkA) (PDB:1DIZ)	0	1	1	NA	COG0122	GC_00001154	1	1	61	26
Archaeal/vacuolar-type H+-ATPase subunit I/STV1 (NtpI) (PDB:2JTW)	0	1	1	NA	COG1269	GC_00001322	1	1	61	26
Cobyric acid synthase (CobQ)	0	1	1	NA	COG1492	"GC_00001264, GC_00001400"	1	1	61	26
Diaminopimelate decarboxylase (LysA) (PDB:1D7K)	0	1	1	NA	COG0019	GC_00000978	1	1	61	26
"Coenzyme F420-reducing hydrogenase, delta subunit (FrhD) (PDB:5ODC)"	0	1	1	NA	COG1908	GC_00000033	1	1	61	26
"DNA/RNA endonuclease YhcR, contains UshA esterase domain (YhcR)"	0	1	1	NA	COG4085	GC_00001258	1	1	61	26
Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW)	0	1	1	NA	COG2226	"GC_00000174, GC_00000834, GC_00001201, GC_00001331, GC_00001394, GC_00001643, GC_00002628, GC_00003280, GC_00004061"	1	1	61	26
Choline dehydrogenase or related flavoprotein (BetA) (PDB:1B4V)	0	1	1	NA	COG2303	"GC_00001316, GC_00002860"	1	1	61	26
"Peptidyl-prolyl cis-trans isomerase, FKBP type (SlpA) (PDB:2M2A)"	0	1	1	NA	COG1047	GC_00000443	1	1	61	26
Thioredoxin reductase (TrxB) (PDB:3FBS)	0	1	1	NA	COG0492	GC_00000994	1	1	61	26
Replicative superfamily II helicase (BRR2) (PDB:2VA8)	0	1	1	NA	COG1204	GC_00001362	1	1	61	26
DNA repair exonuclease SbcCD nuclease subunit (SbcD) (PDB:6S85)	0	1	1	NA	COG0420	GC_00001368	1	1	61	26
"NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase (FadH2) (PDB:1VRQ)"	0	1	1	NA	COG0446	GC_00001025	1	1	61	26
"Predicted phosphohydrolase, MPP superfamily (YaeI)"	0	1	1	NA	COG1408	"GC_00000748, GC_00001392"	1	1	61	26
"Uncharacterized conserved protein YggU, UPF0235/DUF167 family (YggU) (PDB:1JRM)"	0	1	1	NA	COG1872	GC_00000850	1	1	61	26
Lhr-like helicase (Lhr) (PDB:5V9X)	0	1	1	NA	COG1201	"GC_00001147, GC_00001522, GC_00003175"	1	1	61	26
Nicotinic acid phosphoribosyltransferase (PncB) (PDB:1VLP)	0	1	1	NA	COG1488	GC_00000092	1	1	61	26
Uncharacterized membrane protein YczE (YczE)	0	1	1	NA	COG2364	"GC_00000104, GC_00001109, GC_00001110, GC_00001722"	1	1	61	26
"Tetratricopeptide (TPR) repeat (TPR) (PDB:3AS4)!!!Predicted RNA-binding protein, contains PUA-like ASCH domain (ASCH)"	0	1	1	NA	COG0457!!!COG2411	GC_00000703	1	1	61	26
O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)	0	1	1	NA	COG0318	"GC_00000126, GC_00001055"	1	1	61	26
"dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme (RfbC) (PDB:1DZR)"	0	1	1	NA	COG1898	GC_00000640	1	1	61	26
Diaminopimelate epimerase (DapF) (PDB:1BWZ)	0	1	1	NA	COG0253	GC_00001198	1	1	61	26
Soluble P-type ATPase	0	1	1	NA	COG4087	GC_00000644	1	1	61	26
Thiamine monophosphate kinase (ThiL) (PDB:5CC8)	0	1	1	NA	COG0611	"GC_00000886, GC_00003691"	1	1	61	26
"Acetolactate synthase, small subunit (IlvH) (PDB:2F1F)"	0	1	1	NA	COG0440	GC_00000253	1	1	61	26
Archaeal phosphopantothenate synthetase (aPPS) (PDB:3WDK) (PUBMED:19666462;22940806)	0	1	1	NA	COG1701	GC_00000534	1	1	61	26
"Archaeosine tRNA-ribosyltransferase, contains uracil-DNA-glycosylase and PUA domains (ArcS) (PDB:2Q07) (PUBMED:22032275;31740832)"	0	1	1	NA	COG1549	GC_00001037	1	1	61	26
Energy-converting hydrogenase Eha subunit B (EhaB) (PUBMED:19495416)	0	1	1	NA	COG4041	GC_00000892	1	1	61	26
Energy-converting hydrogenase Eha subunit C (EhaC) (PUBMED:19495416)	0	1	1	NA	COG4040	GC_00000321	1	1	61	26
"House-cleaning carbohydrate phosphatase, DUF89 family (DUF89) (PDB:2FFJ) (PUBMED:27322068)"	0	1	1	NA	COG1578	GC_00000720	1	1	61	26
"ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component (TauA) (PDB:2X26)"	0	1	1	NA	COG0715	GC_00000900	1	1	61	26
Glutamate or tyrosine decarboxylase or a related PLP-dependent protein (GadA) (PDB:1XEY)	0	1	1	NA	COG0076	GC_00000905	1	1	61	26
Uri superfamily endonuclease	0	1	1	NA	COG1833	GC_00000826	1	1	61	26
"DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)"	0	1	1	NA	COG1846	"GC_00000030, GC_00000067, GC_00000514, GC_00000823, GC_00001132, GC_00002119, GC_00002232"	1	1	61	26
Archaeal GTP cyclohydrolase III (Gch31) (PDB:2QV6)	0	1	1	NA	COG2429	GC_00000346	1	1	61	26
"ssDNA and dsDNA 5'-3' nuclease NurA, repair of double-stranded DNA breaks (NurA) (PDB:2YGK) (PUBMED:29149348)"	0	1	1	NA	COG1630	GC_00000998	1	1	61	26
"Glycosyltransferase, GT2 family (WcaE) (PDB:2Z86)"	0	1	1	NA	COG1216	"GC_00001114, GC_00001245, GC_00002103"	1	1	61	26
